match_id,date,match_type,team1,team2,venue,city,toss_winner,winner
325803,2008-01-30,ODI,Pakistan,Zimbabwe,Iqbal Stadium,Faisalabad,Zimbabwe,Pakistan
325804,2008-02-02,ODI,Pakistan,Zimbabwe,Sheikhupura Stadium,,Zimbabwe,Pakistan
335346,2008-06-24,ODI,Bangladesh,United Arab Emirates,Gaddafi Stadium,Lahore,Bangladesh,Bangladesh
335347,2008-06-24,ODI,Pakistan,Hong Kong,National Stadium,Karachi,Pakistan,Pakistan
335348,2008-06-25,ODI,Bangladesh,Sri Lanka,Gaddafi Stadium,Lahore,Bangladesh,Sri Lanka
335349,2008-06-25,ODI,Hong Kong,India,National Stadium,Karachi,India,India
335350,2008-06-26,ODI,Sri Lanka,United Arab Emirates,Gaddafi Stadium,Lahore,Sri Lanka,Sri Lanka
335351,2008-06-26,ODI,Pakistan,India,National Stadium,Karachi,Pakistan,India
335352,2008-06-28,ODI,Bangladesh,India,National Stadium,Karachi,Bangladesh,India
335353,2008-06-29,ODI,Pakistan,Sri Lanka,National Stadium,Karachi,Pakistan,Sri Lanka
335354,2008-06-30,ODI,Bangladesh,Sri Lanka,National Stadium,Karachi,Sri Lanka,Sri Lanka
335355,2008-07-02,ODI,Pakistan,India,National Stadium,Karachi,India,Pakistan
335356,2008-07-03,ODI,India,Sri Lanka,National Stadium,Karachi,Sri Lanka,India
335357,2008-07-04,ODI,Pakistan,Bangladesh,National Stadium,Karachi,Bangladesh,Pakistan
335358,2008-07-06,ODI,India,Sri Lanka,National Stadium,Karachi,India,Sri Lanka
336201,2008-08-30,ODI,Australia,Bangladesh,Marrara Cricket Ground,Darwin,Bangladesh,Australia
336202,2008-09-03,ODI,Australia,Bangladesh,Marrara Cricket Ground,Darwin,Bangladesh,Australia
336204,2008-09-06,ODI,Australia,Bangladesh,Marrara Cricket Ground,Darwin,Australia,Australia
341302,2008-05-08,ODI,Sri Lanka,India,Welagedara Stadium,Kurunegala,Sri Lanka,India
341306,2008-05-11,ODI,India,Sri Lanka,Welagedara Stadium,Kurunegala,India,India
343732,2008-08-18,ODI,Sri Lanka,India,Rangiri Dambulla International Stadium,,India,Sri Lanka
343733,2008-08-20,ODI,Sri Lanka,India,Rangiri Dambulla International Stadium,,India,India
343734,2008-08-24,ODI,Sri Lanka,India,R Premadasa Stadium,Colombo,India,India
343736,2008-08-29,ODI,Sri Lanka,India,R Premadasa Stadium,Colombo,Sri Lanka,Sri Lanka
343759,2008-04-08,ODI,Pakistan,Bangladesh,Gaddafi Stadium,Lahore,Pakistan,Pakistan
343760,2008-04-11,ODI,Pakistan,Bangladesh,Iqbal Stadium,Faisalabad,Bangladesh,Pakistan
343761,2008-04-13,ODI,Pakistan,Bangladesh,Gaddafi Stadium,Lahore,Pakistan,Pakistan
343762,2008-04-16,ODI,Pakistan,Bangladesh,Multan Cricket Stadium,,Bangladesh,Pakistan
343763,2008-04-19,ODI,Pakistan,Bangladesh,National Stadium,Karachi,Pakistan,Pakistan
345468,2008-06-08,ODI,Bangladesh,Pakistan,Shere Bangla National Stadium,Mirpur,Bangladesh,Pakistan
345469,2008-06-10,ODI,India,Pakistan,Shere Bangla National Stadium,Mirpur,India,India
345470,2008-06-12,ODI,Bangladesh,India,Shere Bangla National Stadium,Mirpur,Bangladesh,India
345471,2008-06-14,ODI,India,Pakistan,Shere Bangla National Stadium,Mirpur,Pakistan,Pakistan
350043,2009-09-04,ODI,England,Australia,Kennington Oval,London,England,Australia
350044,2009-09-06,ODI,England,Australia,Lord's,London,England,Australia
350045,2009-09-09,ODI,England,Australia,The Rose Bowl,Southampton,England,Australia
350046,2009-09-12,ODI,England,Australia,Lord's,London,England,Australia
350047,2009-09-15,ODI,England,Australia,Trent Bridge,Nottingham,England,Australia
350048,2009-09-17,ODI,England,Australia,Trent Bridge,Nottingham,Australia,Australia
350049,2009-09-20,ODI,England,Australia,Riverside Ground,Chester-le-Street,England,England
350348,2008-11-07,ODI,South Africa,Bangladesh,Senwes Park,Potchefstroom,South Africa,South Africa
350477,2009-04-03,ODI,South Africa,Australia,Kingsmead,Durban,Australia,Australia
350478,2009-04-05,ODI,South Africa,Australia,SuperSport Park,Centurion,Australia,South Africa
350479,2009-04-09,ODI,South Africa,Australia,Newlands,Cape Town,South Africa,South Africa
350480,2009-04-13,ODI,South Africa,Australia,St George's Park,Port Elizabeth,Australia,South Africa
350481,2009-04-17,ODI,South Africa,Australia,New Wanderers Stadium,Johannesburg,South Africa,Australia
351684,2009-01-16,ODI,Australia,South Africa,Melbourne Cricket Ground,,Australia,South Africa
351685,2009-01-18,ODI,Australia,South Africa,Bellerive Oval,Hobart,South Africa,Australia
351686,2009-01-23,ODI,Australia,South Africa,Sydney Cricket Ground,,Australia,South Africa
351687,2009-01-26,ODI,Australia,South Africa,Adelaide Oval,,Australia,South Africa
351688,2009-01-30,ODI,Australia,South Africa,Western Australia Cricket Association Ground,Perth,South Africa,South Africa
351689,2009-02-01,ODI,Australia,New Zealand,Western Australia Cricket Association Ground,Perth,Australia,New Zealand
351690,2009-02-06,ODI,Australia,New Zealand,Melbourne Cricket Ground,,New Zealand,New Zealand
351691,2009-02-08,ODI,Australia,New Zealand,Sydney Cricket Ground,,New Zealand,Australia
351692,2009-02-10,ODI,Australia,New Zealand,Adelaide Oval,,New Zealand,Australia
351693,2009-02-13,ODI,Australia,New Zealand,"Brisbane Cricket Ground, Woolloongabba",Brisbane,New Zealand,
352665,2009-03-20,ODI,West Indies,England,Providence Stadium,Guyana,England,England
352666,2009-03-22,ODI,West Indies,England,Providence Stadium,Guyana,West Indies,West Indies
352667,2009-03-27,ODI,West Indies,England,"Kensington Oval, Bridgetown",Barbados,West Indies,West Indies
352668,2009-03-29,ODI,West Indies,England,"Kensington Oval, Bridgetown",Barbados,England,England
